202 0 clueweb12-0602wb-40-19720 1  2.3410382671499916 run1
214 0 clueweb12-0901wb-53-10397 536  0.026212306219701192 run1
214 0 clueweb12-1103wb-99-21628 537  0.026143314506184727 run1
214 0 clueweb12-0102wb-05-32110 538  0.026132650294235334 run1
214 0 clueweb12-1117wb-30-08164 539  0.026132650294235334 run1
214 0 clueweb12-0411wb-38-05884 540  0.026126756523782067 run1
214 0 clueweb12-0202wb-36-32899 541  0.02605059664499403 run1
214 0 clueweb12-0400tw-76-16509 542  0.02594550600607859 run1
214 0 clueweb12-0504wb-30-32140 543  0.025934882556790006 run1
214 0 clueweb12-0709wb-98-18075 544  0.025883759168829037 run1
214 0 clueweb12-0507wb-50-17276 545  0.0258595916595494 run1
214 0 clueweb12-1300tw-84-03190 546  0.02580326692490537 run1
214 0 clueweb12-0402wb-10-27016 547  0.02555848431772104 run1
214 0 clueweb12-1906wb-38-01319 548  0.025549774785547704 run1
214 0 clueweb12-1208wb-09-17212 549  0.02549592426290335 run1
214 0 clueweb12-0102wb-56-11337 550  0.025458279948202198 run1
214 0 clueweb12-1201tw-08-15979 551  0.025236150897570597 run1
214 0 clueweb12-0804wb-38-09300 552  0.025222395277578597 run1
214 0 clueweb12-0400tw-66-02709 553  0.024862535718860778 run1
214 0 clueweb12-0401wb-71-19597 554  0.024752520498550507 run1
214 0 clueweb12-1100wb-56-08701 555  0.024749183177367698 run1
214 0 clueweb12-0500tw-38-03421 556  0.02460621407161947 run1
214 0 clueweb12-0001wb-81-09251 557  0.0243930733258318 run1
214 0 clueweb12-0009wb-20-04575 558  0.02438365299069128 run1
214 0 clueweb12-0606wb-56-00996 559  0.024252235337341707 run1
214 0 clueweb12-1501wb-40-23251 560  0.02417310698025311 run1
214 0 clueweb12-1509wb-00-18274 561  0.024076491516647872 run1
214 0 clueweb12-0100tw-40-18868 562  0.024010240395432654 run1
214 0 clueweb12-1300tw-02-06003 563  0.024010240395432654 run1
214 0 clueweb12-0402wb-69-17676 564  0.023960415263505126 run1
214 0 clueweb12-0700wb-41-28464 565  0.023916804266241546 run1
214 0 clueweb12-1504wb-42-08892 566  0.02388234297460008 run1
214 0 clueweb12-1309wb-90-17617 567  0.023873632221877338 run1
214 0 clueweb12-1206wb-95-10776 568  0.023865471804982344 run1
214 0 clueweb12-0700wb-92-15179 569  0.023822710801178808 run1
214 0 clueweb12-0700wb-68-28682 570  0.02370022193018379 run1
214 0 clueweb12-0013wb-66-23521 571  0.02363013465926292 run1
214 0 clueweb12-1811wb-23-08447 572  0.023555052253496054 run1
214 0 clueweb12-0012wb-81-28559 573  0.02344280665235171 run1
214 0 clueweb12-0503wb-12-31058 574  0.023224562575911975 run1
214 0 clueweb12-1700wb-80-20977 575  0.02312978100999251 run1
214 0 clueweb12-0412wb-12-24874 576  0.02307900999225428 run1
214 0 clueweb12-0412wb-34-10920 577  0.02307900999225428 run1
214 0 clueweb12-0500wb-13-32760 578  0.02307900999225428 run1
214 0 clueweb12-0204wb-20-27002 579  0.0229857221882018 run1
214 0 clueweb12-0206wb-83-21493 580  0.0229857221882018 run1
214 0 clueweb12-1505wb-30-08089 581  0.022714046751204926 run1
214 0 clueweb12-0404wb-51-04306 582  0.022706594786074764 run1
214 0 clueweb12-1613wb-07-32091 583  0.022652808856327405 run1
214 0 clueweb12-0101wb-14-20813 584  0.02238312453409723 run1
214 0 clueweb12-0211wb-36-05799 585  0.02206941155398963 run1
214 0 clueweb12-0700tw-49-14191 586  0.022004724651037588 run1
214 0 clueweb12-1600wb-34-12183 587  0.021983388536239712 run1
214 0 clueweb12-0700tw-49-14192 588  0.02192905109232477 run1
214 0 clueweb12-0001wb-45-09807 589  0.021701416878383232 run1
214 0 clueweb12-1813wb-28-03870 590  0.021669706057431137 run1
214 0 clueweb12-0209wb-01-19807 591  0.02165769070076772 run1
214 0 clueweb12-0103wb-45-23811 592  0.021583137327373193 run1
214 0 clueweb12-0512wb-47-10092 593  0.02115255267425683 run1
214 0 clueweb12-0204wb-36-17419 594  0.02109349760704979 run1
214 0 clueweb12-0211wb-67-18399 595  0.02094785247366861 run1
214 0 clueweb12-0002wb-99-13765 596  0.020658584668123318 run1
214 0 clueweb12-0701wb-07-13177 597  0.020652305563861308 run1
214 0 clueweb12-0308wb-40-09968 598  0.02065015873374941 run1
214 0 clueweb12-0412wb-18-27232 599  0.020547178180162207 run1
214 0 clueweb12-0108wb-12-13901 600  0.0203087521013411 run1
214 0 clueweb12-0700wb-41-28465 601  0.020290333387551377 run1
214 0 clueweb12-1400tw-40-12850 602  0.02012699191576989 run1
214 0 clueweb12-0002wb-97-23402 603  0.020126045656739294 run1
214 0 clueweb12-0600wb-96-08509 604  0.02012036150442976 run1
214 0 clueweb12-1810wb-24-22652 605  0.020115462503136495 run1
214 0 clueweb12-0103wb-45-23806 606  0.020052777499519163 run1
214 0 clueweb12-0308wb-17-13370 607  0.020013757099278315 run1
214 0 clueweb12-1108wb-60-06001 608  0.019952450699602844 run1
214 0 clueweb12-0405wb-73-02913 609  0.01993222929915114 run1
214 0 clueweb12-0009wb-63-27896 610  0.01993222929915114 run1
214 0 clueweb12-1117wb-13-14507 611  0.01992867927374298 run1
214 0 clueweb12-0311wb-46-23601 612  0.01973833357153513 run1
214 0 clueweb12-0103wb-45-23812 613  0.019712447612137904 run1
214 0 clueweb12-0001wb-45-11145 614  0.01945923378458305 run1
214 0 clueweb12-1614wb-48-07337 615  0.01929791444602388 run1
214 0 clueweb12-1803wb-37-19261 616  0.019282986546799864 run1
214 0 clueweb12-1404wb-58-10064 617  0.019247194429544895 run1
214 0 clueweb12-1606wb-13-12588 618  0.019172895645794944 run1
214 0 clueweb12-1210wb-80-29714 619  0.019062833494093028 run1
214 0 clueweb12-0012wb-11-29675 620  0.018928829750520005 run1
214 0 clueweb12-0501wb-99-30083 621  0.018927765017703928 run1
214 0 clueweb12-1715wb-65-00321 622  0.01889702825014819 run1
214 0 clueweb12-0402wb-69-17651 623  0.018856056405183723 run1
214 0 clueweb12-0306wb-35-20583 624  0.01882792087146291 run1
214 0 clueweb12-0817wb-54-20650 625  0.0186835213742371 run1
214 0 clueweb12-0406wb-57-31747 626  0.018667949204055654 run1
214 0 clueweb12-0108wb-01-22125 627  0.018649534950145263 run1
214 0 clueweb12-0800tw-49-07482 628  0.0186073666026543 run1
214 0 clueweb12-1410wb-72-14029 629  0.018280009065293874 run1
214 0 clueweb12-0207wb-92-34457 630  0.018207220951042612 run1
214 0 clueweb12-1713wb-61-31956 631  0.01820540641622528 run1
214 0 clueweb12-0916wb-42-21666 632  0.018118024433622888 run1
214 0 clueweb12-0700tw-08-00812 633  0.01802122700068322 run1
214 0 clueweb12-0109wb-53-11785 634  0.01800146003638841 run1
214 0 clueweb12-1019wb-55-07377 635  0.01798680627011574 run1
214 0 clueweb12-0311wb-25-07522 636  0.017969145840247034 run1
214 0 clueweb12-0311wb-25-07529 637  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09384 638  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09385 639  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09386 640  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09387 641  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09388 642  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09389 643  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09390 644  0.017969145840247034 run1
214 0 clueweb12-0311wb-31-09391 645  0.017969145840247034 run1
214 0 clueweb12-0103wb-36-29626 646  0.01790367169963318 run1
214 0 clueweb12-1613wb-25-12962 647  0.017887470091330442 run1
214 0 clueweb12-0706wb-03-28752 648  0.0177346423032241 run1
214 0 clueweb12-0900tw-28-13656 649  0.017649146907544967 run1
214 0 clueweb12-1200wb-78-24430 650  0.017330550720957478 run1
214 0 clueweb12-1202wb-86-14663 651  0.017330550720957478 run1
214 0 clueweb12-1202wb-97-15939 652  0.017330550720957478 run1
214 0 clueweb12-1203wb-09-02995 653  0.017330550720957478 run1
214 0 clueweb12-1203wb-96-19820 654  0.017330550720957478 run1
214 0 clueweb12-0006wb-33-06695 655  0.017221590284777023 run1
214 0 clueweb12-1906wb-06-11966 656  0.017184035443553368 run1
214 0 clueweb12-0600wb-98-33411 657  0.017116972889876788 run1
214 0 clueweb12-0311wb-40-25169 658  0.017065136536249203 run1
214 0 clueweb12-0311wb-46-23550 659  0.017065136536249203 run1
214 0 clueweb12-0311wb-46-23551 660  0.017065136536249203 run1
214 0 clueweb12-0612wb-40-03876 661  0.017029655672352522 run1
214 0 clueweb12-1904wb-31-22546 662  0.016989503171631826 run1
214 0 clueweb12-0300tw-45-14048 663  0.016972772151369338 run1
214 0 clueweb12-0101wb-25-05852 664  0.016895562701393512 run1
214 0 clueweb12-0412wb-14-05557 665  0.016849009709781263 run1
214 0 clueweb12-0013wb-62-26394 666  0.0168402233583597 run1
214 0 clueweb12-0303wb-49-31224 667  0.016833249163639454 run1
214 0 clueweb12-0006wb-01-02809 668  0.01680500298910287 run1
214 0 clueweb12-0305wb-29-16957 669  0.01674441873268942 run1
214 0 clueweb12-0409wb-24-00236 670  0.016719769214818353 run1
214 0 clueweb12-1715wb-18-23054 671  0.016661069789082536 run1
214 0 clueweb12-0507wb-64-05239 672  0.016591463153140848 run1
214 0 clueweb12-0502wb-32-04082 673  0.016570826364193738 run1
214 0 clueweb12-1715wb-34-02466 674  0.01646654320816992 run1
214 0 clueweb12-0200wb-25-11228 675  0.016447196605305203 run1
214 0 clueweb12-0502wb-40-05005 676  0.016366879287368734 run1
214 0 clueweb12-0604wb-66-28090 677  0.016324670684780638 run1
214 0 clueweb12-0405wb-50-23725 678  0.016294415952386777 run1
214 0 clueweb12-0206wb-04-27116 679  0.01617095630320738 run1
214 0 clueweb12-0202wb-30-04802 680  0.016127233781469304 run1
214 0 clueweb12-0601wb-02-09493 681  0.016084050389695174 run1
214 0 clueweb12-0209wb-30-01052 682  0.015962631169080702 run1
214 0 clueweb12-0011wb-25-13555 683  0.015930609635825935 run1
214 0 clueweb12-0209wb-13-20397 684  0.015701928321163433 run1
214 0 clueweb12-1408wb-95-07655 685  0.015638972559780445 run1
214 0 clueweb12-0200wb-33-04563 686  0.015619024134214647 run1
214 0 clueweb12-0209wb-55-06320 687  0.015614341470600424 run1
214 0 clueweb12-1510wb-39-07880 688  0.015613757111639197 run1
214 0 clueweb12-0000wb-76-38422 689  0.015587305786329667 run1
214 0 clueweb12-0000wb-76-38422.txt 690  0.015587305786329667 run1
214 0 clueweb12-1705wb-05-04305 691  0.015580130144530054 run1
214 0 clueweb12-1306wb-44-15150 692  0.015367567250478765 run1
214 0 clueweb12-0817wb-66-13064 693  0.015341535151951705 run1
214 0 clueweb12-1800wb-05-27239 694  0.015192132652183141 run1
214 0 clueweb12-0700wb-41-14350 695  0.015183517889566874 run1
214 0 clueweb12-0405wb-70-11124 696  0.015144447458711437 run1
214 0 clueweb12-0013wb-62-26399 697  0.015139379032107995 run1
214 0 clueweb12-0708wb-74-03478 698  0.014993478887403227 run1
214 0 clueweb12-1604wb-09-12282 699  0.014944188532692691 run1
214 0 clueweb12-0412wb-03-03995 700  0.014782521159669427 run1
214 0 clueweb12-1109wb-85-21384 701  0.014683845236297018 run1
214 0 clueweb12-1310wb-92-05169 702  0.014668671871348049 run1
214 0 clueweb12-0817wb-44-15915 703  0.014639996486302757 run1
214 0 clueweb12-1507wb-64-20720 704  0.014632400979264696 run1
214 0 clueweb12-0700tw-20-02205 705  0.014570273318675867 run1
214 0 clueweb12-0700tw-20-02206 706  0.014570273318675867 run1
214 0 clueweb12-0011wb-44-10471 707  0.014410049110845986 run1
214 0 clueweb12-0000wb-16-29788 708  0.014070510328605578 run1
214 0 clueweb12-0000wb-16-29788.txt 709  0.014070510328605578 run1
214 0 clueweb12-0907wb-50-13279 710  0.013926983940375743 run1
214 0 clueweb12-1409wb-43-22495 711  0.013795479728656405 run1
214 0 clueweb12-0607wb-09-10783 712  0.013775602747363393 run1
214 0 clueweb12-1510wb-29-22854 713  0.013767814066991235 run1
214 0 clueweb12-1303wb-61-29442 714  0.013749961770741571 run1
214 0 clueweb12-1116wb-33-26363 715  0.013606751836706857 run1
214 0 clueweb12-1200tw-31-03155 716  0.013542971829429469 run1
214 0 clueweb12-0406wb-22-34283 717  0.013465959831936521 run1
214 0 clueweb12-0210wb-17-32354 718  0.01346502174477007 run1
214 0 clueweb12-0100tw-83-07477 719  0.013369987320252305 run1
214 0 clueweb12-0102wb-93-19722 720  0.01335688203137627 run1
214 0 clueweb12-1303wb-69-20174 721  0.013331950294897523 run1
214 0 clueweb12-1304wb-13-16345 722  0.013331950294897523 run1
214 0 clueweb12-1304wb-13-16346 723  0.013331950294897523 run1
214 0 clueweb12-0209wb-51-27835 724  0.013315231666714184 run1
214 0 clueweb12-0406wb-18-37343 725  0.013283776548037023 run1
214 0 clueweb12-1600wb-08-00979 726  0.013250399721440608 run1
214 0 clueweb12-0810wb-91-16951 727  0.013242540858056264 run1
214 0 clueweb12-1102wb-77-21841 728  0.013211244660166856 run1
214 0 clueweb12-1200tw-80-15879 729  0.013156508425500056 run1
214 0 clueweb12-1804wb-00-27730 730  0.013122690486768174 run1
214 0 clueweb12-0800tw-20-15539 731  0.013115895861832408 run1
214 0 clueweb12-1600wb-09-16837 732  0.013053920892958901 run1
214 0 clueweb12-0604wb-61-19535 733  0.013052872162939525 run1
214 0 clueweb12-1303wb-66-11999 734  0.013044359080735595 run1
214 0 clueweb12-1304wb-07-11200 735  0.013044359080735595 run1
214 0 clueweb12-1304wb-07-11201 736  0.013044359080735595 run1
214 0 clueweb12-1304wb-07-11202 737  0.013044359080735595 run1
214 0 clueweb12-0101wb-65-28476 738  0.013027416351639717 run1
214 0 clueweb12-0712wb-98-02605 739  0.013005471221466747 run1
214 0 clueweb12-0104wb-68-33874 740  0.012963253471123076 run1
214 0 clueweb12-0200tw-68-10490 741  0.012921937285468497 run1
214 0 clueweb12-0503wb-63-24595 742  0.012836595634095699 run1
214 0 clueweb12-1600wb-23-12993 743  0.012810646427224006 run1
214 0 clueweb12-1500tw-25-07099 744  0.012787737460965554 run1
214 0 clueweb12-1300tw-81-00711 745  0.012752913758024679 run1
214 0 clueweb12-1600wb-09-16847 746  0.012731893674974112 run1
214 0 clueweb12-0010wb-02-32806 747  0.012697124102811572 run1
214 0 clueweb12-1400wb-04-10976 748  0.012683052334594028 run1
214 0 clueweb12-0202wb-22-29847 749  0.012652305247688301 run1
214 0 clueweb12-0000tw-44-14021 750  0.012650125212249268 run1
214 0 clueweb12-0000tw-44-14021.txt 751  0.012650125212249268 run1
214 0 clueweb12-0100wb-44-30245 752  0.012621931571608803 run1
214 0 clueweb12-0103wb-21-16175 753  0.012621931571608803 run1
214 0 clueweb12-0502wb-25-30830 754  0.012598885620195876 run1
214 0 clueweb12-1710wb-89-11471 755  0.012566482666424685 run1
214 0 clueweb12-0401wb-71-19598 756  0.01254271118719207 run1
214 0 clueweb12-0110wb-90-26914 757  0.012540774309232606 run1
214 0 clueweb12-1208wb-14-07896 758  0.012528883297670322 run1
214 0 clueweb12-0008wb-62-02871 759  0.012374272115271553 run1
214 0 clueweb12-1416wb-72-22116 760  0.01232463559974221 run1
214 0 clueweb12-1701wb-94-12188 761  0.01231610233718072 run1
214 0 clueweb12-0512wb-13-14994 762  0.01227684181996475 run1
214 0 clueweb12-0806wb-36-05052 763  0.012266908651944788 run1
214 0 clueweb12-1805wb-01-12277 764  0.012246800682274886 run1
214 0 clueweb12-0100wb-86-20830 765  0.012239332463810208 run1
214 0 clueweb12-1303wb-69-20179 766  0.012189455246184458 run1
214 0 clueweb12-1304wb-07-11214 767  0.012189455246184458 run1
214 0 clueweb12-1304wb-07-11215 768  0.012189455246184458 run1
214 0 clueweb12-1304wb-07-11216 769  0.012189455246184458 run1
214 0 clueweb12-0401wb-83-26663 770  0.012156190046586994 run1
214 0 clueweb12-1803wb-38-14664 771  0.012127022476057046 run1
214 0 clueweb12-0813wb-59-06138 772  0.012110618929160065 run1
214 0 clueweb12-0502wb-31-17660 773  0.012021527364105304 run1
214 0 clueweb12-1509wb-86-29406 774  0.011977634331986333 run1
214 0 clueweb12-0013wb-55-03388 775  0.01191575953256884 run1
214 0 clueweb12-0102wb-70-25965 776  0.01191575953256884 run1
214 0 clueweb12-1303wb-95-03061 777  0.011862405740280347 run1
214 0 clueweb12-1304wb-13-16381 778  0.011862405740280347 run1
214 0 clueweb12-1304wb-13-16382 779  0.011862405740280347 run1
214 0 clueweb12-1304wb-13-16383 780  0.011862405740280347 run1
214 0 clueweb12-1304wb-13-16384 781  0.011862405740280347 run1
214 0 clueweb12-0312wb-01-04504 782  0.01179691160990991 run1
214 0 clueweb12-0502wb-40-27439 783  0.011765605391256637 run1
214 0 clueweb12-0506wb-68-19709 784  0.011746356555008402 run1
214 0 clueweb12-0312wb-22-12394 785  0.011746356555008402 run1
214 0 clueweb12-0007wb-03-13148 786  0.011739161870950308 run1
214 0 clueweb12-1020wb-21-03071 787  0.011690452836102662 run1
214 0 clueweb12-0105wb-35-23708 788  0.01166880669404261 run1
214 0 clueweb12-0211wb-75-04122 789  0.011635143172308824 run1
214 0 clueweb12-1615wb-09-21886 790  0.011543703464094146 run1
214 0 clueweb12-0209wb-21-14900 791  0.011500034303899835 run1
214 0 clueweb12-1201wb-40-13440 792  0.011468376793730101 run1
214 0 clueweb12-1401wb-18-10615 793  0.011454112988332875 run1
214 0 clueweb12-1812wb-03-04382 794  0.011429220617293791 run1
214 0 clueweb12-1804wb-22-03257 795  0.011319557483264329 run1
214 0 clueweb12-0203wb-61-27243 796  0.011287776643900276 run1
214 0 clueweb12-0206wb-71-23133 797  0.011287776643900276 run1
214 0 clueweb12-1107wb-09-16015 798  0.011201082095508475 run1
214 0 clueweb12-0502wb-65-05208 799  0.011178322266673656 run1
214 0 clueweb12-0100wb-20-01372 800  0.01107143251838752 run1
214 0 clueweb12-0412wb-17-24223 801  0.011063414937615163 run1
214 0 clueweb12-0412wb-22-00700 802  0.011057176755592483 run1
214 0 clueweb12-0412wb-20-20826 803  0.011013802961464087 run1
214 0 clueweb12-0411wb-98-03808 804  0.010994552700781786 run1
214 0 clueweb12-1207wb-52-22989 805  0.010990061878674734 run1
214 0 clueweb12-0412wb-19-05873 806  0.010989653894938958 run1
214 0 clueweb12-0412wb-17-24220 807  0.01098313232837105 run1
214 0 clueweb12-0412wb-19-05872 808  0.01097174747023962 run1
214 0 clueweb12-1609wb-99-28275 809  0.010962422060974825 run1
214 0 clueweb12-0412wb-19-05875 810  0.010913351350796907 run1
214 0 clueweb12-0412wb-14-17935 811  0.010912951850427018 run1
214 0 clueweb12-0300tw-54-02143 812  0.010908612064232498 run1
214 0 clueweb12-0206wb-37-05683 813  0.01088420871779953 run1
214 0 clueweb12-0906wb-64-15878 814  0.010858631590021338 run1
214 0 clueweb12-1102wb-41-21831 815  0.010841695854369338 run1
214 0 clueweb12-0412wb-22-00701 816  0.010838225036291714 run1
214 0 clueweb12-0412wb-19-05874 817  0.010837833729313113 run1
214 0 clueweb12-0506wb-00-27596 818  0.010806895975529904 run1
214 0 clueweb12-0001wb-13-02899 819  0.010800248781127994 run1
214 0 clueweb12-0403wb-96-09052 820  0.010759265413689933 run1
214 0 clueweb12-0405wb-96-24661 821  0.010754832878478914 run1
214 0 clueweb12-0408wb-77-00624 822  0.01074038655346376 run1
214 0 clueweb12-0411wb-99-16156 823  0.01072990752354275 run1
214 0 clueweb12-0412wb-13-01117 824  0.010721942445013703 run1
214 0 clueweb12-0404wb-03-05862 825  0.010671531994636718 run1
214 0 clueweb12-0011wb-47-05863 826  0.010591586921730803 run1
214 0 clueweb12-1206wb-94-10198 827  0.010571355263878113 run1
214 0 clueweb12-0412wb-20-20822 828  0.010548552252316917 run1
214 0 clueweb12-0800tw-58-07621 829  0.010545520782564394 run1
214 0 clueweb12-1301wb-87-26314 830  0.010508018687307741 run1
214 0 clueweb12-0403wb-96-09051 831  0.010489522397437124 run1
214 0 clueweb12-1207wb-36-06779 832  0.010461256319654175 run1
214 0 clueweb12-1400tw-21-01162 833  0.010460904438313332 run1
214 0 clueweb12-0909wb-94-00857 834  0.010424217693756746 run1
214 0 clueweb12-1409wb-79-11456 835  0.010402633741341755 run1
214 0 clueweb12-0008wb-31-23874 836  0.010397225496995042 run1
214 0 clueweb12-0201wb-52-05234 837  0.010396159216449721 run1
214 0 clueweb12-0300tw-48-13629 838  0.010375749052681365 run1
214 0 clueweb12-1702wb-52-18834 839  0.01034226447867198 run1
214 0 clueweb12-1009wb-21-09631 840  0.010285608892932398 run1
214 0 clueweb12-0102wb-48-05187 841  0.010283528380225622 run1
214 0 clueweb12-0302wb-96-19667 842  0.010170522430488573 run1
214 0 clueweb12-1106wb-88-04271 843  0.010109594124227421 run1
214 0 clueweb12-0800tw-57-00770 844  0.010092133026245807 run1
214 0 clueweb12-1600wb-04-19682 845  0.010085881932548566 run1
214 0 clueweb12-0700tw-23-02332 846  0.010077311759156464 run1
214 0 clueweb12-1514wb-75-27891 847  0.010055334329882377 run1
214 0 clueweb12-0205wb-35-24050 848  0.01000794778427481 run1
214 0 clueweb12-0603wb-05-22766 849  0.009944779149455905 run1
214 0 clueweb12-1800tw-37-00184 850  0.009913813743206098 run1
214 0 clueweb12-0208wb-14-27366 851  0.00989936078314953 run1
214 0 clueweb12-0102wb-93-02466 852  0.009866871363760526 run1
214 0 clueweb12-0002wb-14-02885 853  0.009836926603291074 run1
214 0 clueweb12-1706wb-58-03960 854  0.009781990368221825 run1
214 0 clueweb12-1716wb-90-04063 855  0.009767063911403128 run1
214 0 clueweb12-0406wb-25-07803 856  0.009702439209688966 run1
214 0 clueweb12-1713wb-61-31957 857  0.009664406039928516 run1
214 0 clueweb12-0101wb-46-26724 858  0.009661185567971844 run1
214 0 clueweb12-0007wb-16-14856 859  0.009612713786257216 run1
214 0 clueweb12-0006wb-88-26772 860  0.009564659852260422 run1
214 0 clueweb12-0205wb-52-01308 861  0.00953016735557424 run1
214 0 clueweb12-1803wb-72-26778 862  0.009520973309507812 run1
214 0 clueweb12-1704wb-81-21983 863  0.0094958407997279 run1
214 0 clueweb12-1400tw-42-13889 864  0.009485330734747834 run1
214 0 clueweb12-0305wb-34-10672 865  0.009468133501589418 run1
214 0 clueweb12-0106wb-69-23309 866  0.009196140465362707 run1
214 0 clueweb12-0700tw-43-07348 867  0.009182817147595706 run1
214 0 clueweb12-1502wb-86-14809 868  0.009178917569559903 run1
214 0 clueweb12-1204wb-57-16947 869  0.009167849309644803 run1
214 0 clueweb12-0013wb-59-04778 870  0.009152172401270644 run1
214 0 clueweb12-1501wb-23-30099 871  0.009146776840576645 run1
214 0 clueweb12-0011wb-41-27409 872  0.009128759905220354 run1
214 0 clueweb12-0800tw-08-07063 873  0.009107787614810669 run1
214 0 clueweb12-0400wb-12-12146 874  0.008981799314955052 run1
214 0 clueweb12-0705wb-75-20137 875  0.008946375002935979 run1
214 0 clueweb12-0004wb-66-11290 876  0.008942855579116494 run1
214 0 clueweb12-1008wb-58-01875 877  0.008929694636622267 run1
214 0 clueweb12-0815wb-56-19270 878  0.008876120973870175 run1
214 0 clueweb12-1910wb-86-27725 879  0.008797807624035993 run1
214 0 clueweb12-0800tw-39-05237 880  0.008758747779308268 run1
214 0 clueweb12-0203wb-70-20735 881  0.00869913805072159 run1
214 0 clueweb12-0105wb-54-30918 882  0.00865807904447555 run1
214 0 clueweb12-1905wb-88-09066 883  0.008510338128261104 run1
214 0 clueweb12-0103wb-58-02611 884  0.008411303742280893 run1
214 0 clueweb12-0904wb-51-08707 885  0.008363747549343051 run1
214 0 clueweb12-1303wb-95-03057 886  0.008359831372207005 run1
214 0 clueweb12-1304wb-13-16365 887  0.008359831372207005 run1
214 0 clueweb12-1304wb-13-16366 888  0.008359831372207005 run1
214 0 clueweb12-1304wb-13-16367 889  0.008359831372207005 run1
214 0 clueweb12-1304wb-13-16368 890  0.008359831372207005 run1
214 0 clueweb12-1304wb-13-16369 891  0.008359831372207005 run1
214 0 clueweb12-1905wb-76-06985 892  0.008359831372207005 run1
214 0 clueweb12-0208wb-94-31999 893  0.0083319568515192 run1
214 0 clueweb12-0100wb-91-16022 894  0.008098831835692545 run1
214 0 clueweb12-1411wb-17-25868 895  0.008083916061085909 run1
214 0 clueweb12-0101wb-14-06815 896  0.008029902654043372 run1
214 0 clueweb12-0601wb-22-26137 897  0.00793854412968471 run1
214 0 clueweb12-1116wb-17-01488 898  0.007878414288214598 run1
214 0 clueweb12-1611wb-65-31768 899  0.007878414288214598 run1
214 0 clueweb12-0900tw-24-00475 900  0.007850680671359985 run1
214 0 clueweb12-0000tw-40-10838 901  0.00783095352928774 run1
214 0 clueweb12-0000tw-40-10838.txt 902  0.00783095352928774 run1
214 0 clueweb12-1400tw-57-16726 903  0.007797330679369175 run1
214 0 clueweb12-1811wb-51-02494 904  0.007789133523174387 run1
214 0 clueweb12-1215wb-81-25025 905  0.007758725289746401 run1
214 0 clueweb12-1806wb-53-22519 906  0.007753894656227794 run1
214 0 clueweb12-0907wb-40-04078 907  0.00775072557291408 run1
214 0 clueweb12-0401wb-05-29199 908  0.0077050668337115165 run1
214 0 clueweb12-0401wb-05-29200 909  0.0077050668337115165 run1
214 0 clueweb12-0401wb-15-30396 910  0.0077050668337115165 run1
214 0 clueweb12-0401wb-15-30397 911  0.0077050668337115165 run1
214 0 clueweb12-1308wb-90-21816 912  0.007694403153047844 run1
214 0 clueweb12-0000wb-42-34021 913  0.007689753191369366 run1
214 0 clueweb12-0000wb-42-34021.txt 914  0.007689753191369366 run1
214 0 clueweb12-1906wb-56-13342 915  0.007667105108448148 run1
214 0 clueweb12-0715wb-43-01784 916  0.007647233528316145 run1
214 0 clueweb12-0402wb-62-00829 917  0.0076288321587673945 run1
214 0 clueweb12-1200tw-95-09146 918  0.007622882269363859 run1
214 0 clueweb12-1510wb-63-17790 919  0.007549779747784868 run1
214 0 clueweb12-1301wb-04-12738 920  0.007533256867486963 run1
214 0 clueweb12-1804wb-00-27745 921  0.007526672964449649 run1
214 0 clueweb12-0800tw-55-23347 922  0.007482556480891212 run1
214 0 clueweb12-0604wb-11-04733 923  0.0074705285007580285 run1
214 0 clueweb12-0406wb-77-18409 924  0.007457167340092095 run1
214 0 clueweb12-1717wb-11-11832 925  0.007437188454421812 run1
214 0 clueweb12-1903wb-54-13020 926  0.0074363845072777275 run1
214 0 clueweb12-0402wb-69-17649 927  0.007404701509317147 run1
214 0 clueweb12-1911wb-73-31051 928  0.007404701509317147 run1
214 0 clueweb12-1905wb-78-24975 929  0.00732611456413123 run1
214 0 clueweb12-0108wb-13-04751 930  0.007282934410782716 run1
214 0 clueweb12-0402wb-69-05743 931  0.007282934410782716 run1
214 0 clueweb12-1909wb-96-01830 932  0.007272588551106757 run1
214 0 clueweb12-0711wb-60-11846 933  0.007246756501729386 run1
214 0 clueweb12-1600tw-43-09608 934  0.007227571345826711 run1
214 0 clueweb12-0300tw-38-01117 935  0.007215275761523711 run1
214 0 clueweb12-0200wb-61-26070 936  0.007213801138642759 run1
214 0 clueweb12-0201wb-52-05242 937  0.007213801138642759 run1
214 0 clueweb12-1900wb-92-07726 938  0.0071729017084804555 run1
214 0 clueweb12-0105wb-92-00243 939  0.007148649413999776 run1
214 0 clueweb12-1010wb-86-30935 940  0.007071251921076874 run1
214 0 clueweb12-0107wb-43-27390 941  0.007065561069795139 run1
214 0 clueweb12-0806wb-05-03450 942  0.007011462529175893 run1
214 0 clueweb12-0304wb-02-08999 943  0.006980948981934894 run1
214 0 clueweb12-1512wb-14-10563 944  0.006941014301983943 run1
214 0 clueweb12-0900tw-41-19545 945  0.006891420078135138 run1
