202 0 clueweb12-1701wb-32-00144 1  29.312009596891578 run1
216 0 clueweb12-1708wb-43-00729 112  11.893436043486943 run1
216 0 clueweb12-1602wb-41-12621 113  11.88906184508412 run1
216 0 clueweb12-1303wb-61-29442 114  11.877362328166615 run1
216 0 clueweb12-1700tw-22-07929 115  11.868661030423029 run1
216 0 clueweb12-0004wb-25-32526 116  11.8665246556497 run1
216 0 clueweb12-0403wb-10-01545 117  11.864432552333334 run1
216 0 clueweb12-0701wb-07-13177 118  11.864066287805795 run1
216 0 clueweb12-0810wb-91-16951 119  11.858628298585181 run1
216 0 clueweb12-0500tw-07-22575 120  11.856228762930717 run1
216 0 clueweb12-0300tw-47-10976 121  11.850596451390373 run1
216 0 clueweb12-0510wb-88-13824 122  11.792611143919839 run1
216 0 clueweb12-0200wb-33-04563 123  11.790604731505919 run1
216 0 clueweb12-1707wb-13-01495 124  11.789515476557687 run1
216 0 clueweb12-0905wb-28-11558 125  11.781244580754496 run1
216 0 clueweb12-0401wb-71-19598 126  11.780770623043072 run1
216 0 clueweb12-1303wb-66-11999 127  11.777380708249028 run1
216 0 clueweb12-1304wb-07-11200 128  11.777380708249028 run1
216 0 clueweb12-1304wb-07-11201 129  11.777380708249028 run1
216 0 clueweb12-1304wb-07-11202 130  11.777380708249028 run1
216 0 clueweb12-0011wb-04-02431 131  11.769597764177188 run1
216 0 clueweb12-1109wb-79-12883 132  11.764013015020314 run1
216 0 clueweb12-1803wb-14-26022 133  11.753733416738587 run1
216 0 clueweb12-0200tw-04-11690 134  11.745224870069766 run1
216 0 clueweb12-0207wb-02-00245 135  11.7169077802493 run1
216 0 clueweb12-0407wb-85-32979 136  11.707158276830057 run1
216 0 clueweb12-0200tw-71-12034 137  11.705888426706728 run1
216 0 clueweb12-0404wb-51-04306 138  11.705626629586291 run1
216 0 clueweb12-0606wb-26-35035 139  11.693051346594103 run1
216 0 clueweb12-1303wb-69-20174 140  11.692473057595702 run1
216 0 clueweb12-1304wb-13-16345 141  11.692473057595702 run1
216 0 clueweb12-1304wb-13-16346 142  11.692473057595702 run1
216 0 clueweb12-1700wb-57-01821 143  11.691827025939967 run1
216 0 clueweb12-1802wb-12-16485 144  11.691827025939967 run1
216 0 clueweb12-0205wb-22-08559 145  11.688566262778863 run1
216 0 clueweb12-1613wb-25-12962 146  11.688273943791476 run1
216 0 clueweb12-0401tw-10-06105 147  11.683785482020369 run1
216 0 clueweb12-0204wb-38-28950 148  11.679756938131373 run1
216 0 clueweb12-1910wb-14-17715 149  11.678018873999502 run1
216 0 clueweb12-1218wb-04-00345 150  11.67401463756152 run1
216 0 clueweb12-0200tw-91-04020 151  11.672116072521387 run1
216 0 clueweb12-1704wb-53-08649 152  11.668552879128136 run1
216 0 clueweb12-1704wb-44-15337 153  11.668390165375385 run1
216 0 clueweb12-0603wb-36-10616 154  11.665808307989906 run1
216 0 clueweb12-1801wb-21-14814 155  11.665808307989906 run1
216 0 clueweb12-1408wb-88-06717 156  11.665651170781866 run1
216 0 clueweb12-0400tw-15-07826 157  11.662742110881162 run1
216 0 clueweb12-0401wb-83-26663 158  11.654985918317088 run1
216 0 clueweb12-1910wb-19-23405 159  11.653107065394861 run1
216 0 clueweb12-1710wb-74-21740 160  11.64677471092903 run1
216 0 clueweb12-0401wb-71-19597 161  11.643341559732107 run1
216 0 clueweb12-0209wb-43-15294 162  11.625360155090164 run1
216 0 clueweb12-1704wb-93-00031 163  11.622929582226256 run1
216 0 clueweb12-0311wb-68-10701 164  11.61134962677998 run1
216 0 clueweb12-1704wb-93-00042 165  11.604946054301937 run1
216 0 clueweb12-1303wb-69-20179 166  11.588317597709352 run1
216 0 clueweb12-1304wb-07-11214 167  11.588317597709352 run1
216 0 clueweb12-1304wb-07-11215 168  11.588317597709352 run1
216 0 clueweb12-1304wb-07-11216 169  11.588317597709352 run1
216 0 clueweb12-1900wb-72-07191 170  11.582626453954 run1
216 0 clueweb12-0705wb-17-23793 171  11.581437781621966 run1
216 0 clueweb12-0800tw-18-04653 172  11.57413756729835 run1
216 0 clueweb12-0300tw-06-07418 173  11.569510164789271 run1
216 0 clueweb12-1310wb-92-05169 174  11.56773658310319 run1
216 0 clueweb12-0001wb-14-04479 175  11.56677502105795 run1
216 0 clueweb12-0012wb-32-18166 176  11.559626225590744 run1
216 0 clueweb12-1905wb-46-09873 177  11.557155116103106 run1
216 0 clueweb12-0800tw-39-05237 178  11.542153432130982 run1
216 0 clueweb12-0410wb-53-16290 179  11.541963742947758 run1
216 0 clueweb12-1709wb-50-12635 180  11.54035578267699 run1
216 0 clueweb12-0400tw-77-05817 181  11.538064630458797 run1
216 0 clueweb12-0208wb-55-27529 182  11.535321945127329 run1
216 0 clueweb12-0205wb-50-18317 183  11.52948214873999 run1
216 0 clueweb12-0403wb-92-03826 184  11.5138376721818 run1
216 0 clueweb12-1300tw-65-13739 185  11.512264740869348 run1
216 0 clueweb12-1300tw-67-01133 186  11.512264740869348 run1
216 0 clueweb12-0100tw-37-15360 187  11.511417076179743 run1
216 0 clueweb12-0800tw-53-13210 188  11.510802230479428 run1
216 0 clueweb12-0404wb-70-16814 189  11.500851830343969 run1
216 0 clueweb12-0006wb-79-22541 190  11.49589433050761 run1
216 0 clueweb12-0505wb-72-12532 191  11.47993284299853 run1
216 0 clueweb12-1308wb-83-09956 192  11.452079481609193 run1
216 0 clueweb12-1807wb-67-21484 193  11.449788372059682 run1
216 0 clueweb12-1705wb-99-01280 194  11.43721085756157 run1
216 0 clueweb12-0100tw-83-07477 195  11.434950376247222 run1
216 0 clueweb12-0009wb-54-26000 196  11.418248333417358 run1
216 0 clueweb12-1506wb-12-04988 197  11.413723513347488 run1
216 0 clueweb12-0200tw-27-20399 198  11.410055620040222 run1
216 0 clueweb12-0200tw-27-20400 199  11.410055620040222 run1
216 0 clueweb12-0700wb-92-15179 200  11.39026210650044 run1
216 0 clueweb12-1805wb-09-24816 201  11.37825103678313 run1
216 0 clueweb12-0700wb-41-14350 202  11.373066361820731 run1
216 0 clueweb12-1807wb-85-10975 203  11.344991263066213 run1
216 0 clueweb12-1303wb-95-03061 204  11.340376768475323 run1
216 0 clueweb12-1304wb-13-16381 205  11.340376768475323 run1
216 0 clueweb12-1304wb-13-16382 206  11.340376768475323 run1
216 0 clueweb12-1304wb-13-16383 207  11.340376768475323 run1
216 0 clueweb12-1304wb-13-16384 208  11.340376768475323 run1
216 0 clueweb12-0006wb-40-03235 209  11.295491200916942 run1
216 0 clueweb12-0007wb-03-13148 210  11.276722120673146 run1
216 0 clueweb12-0303wb-49-31224 211  11.26892362790789 run1
216 0 clueweb12-0305wb-29-16957 212  11.26892362790789 run1
216 0 clueweb12-1716wb-90-04063 213  11.25013665242944 run1
216 0 clueweb12-0011wb-41-27409 214  11.246425023773353 run1
216 0 clueweb12-0800tw-49-07482 215  11.224711790402896 run1
216 0 clueweb12-0800tw-20-15539 216  11.22023578737751 run1
216 0 clueweb12-0109wb-16-01307 217  11.213440075621268 run1
216 0 clueweb12-0412wb-30-12144 218  11.205163792491453 run1
216 0 clueweb12-0100tw-41-19493 219  11.198536584177578 run1
216 0 clueweb12-1408wb-95-07655 220  11.19646732599995 run1
216 0 clueweb12-0701wb-49-13703 221  11.189456140931487 run1
216 0 clueweb12-1400tw-71-10050 222  11.185344914995106 run1
216 0 clueweb12-1911wb-02-24306 223  11.182567718044252 run1
216 0 clueweb12-0105wb-09-33299 224  11.164650018043549 run1
216 0 clueweb12-1708wb-29-08867 225  11.163169718541681 run1
216 0 clueweb12-0500wb-45-06174 226  11.108696455349863 run1
216 0 clueweb12-1508wb-95-18436 227  11.0996195274648 run1
216 0 clueweb12-0309wb-89-13005 228  11.071088596762351 run1
216 0 clueweb12-0306wb-74-10457 229  11.065385586928674 run1
216 0 clueweb12-1206wb-25-11084 230  11.02880847936042 run1
216 0 clueweb12-1600tw-08-15147 231  11.00930637136231 run1
216 0 clueweb12-1600tw-08-00562 232  11.006896875490392 run1
216 0 clueweb12-0400tw-66-02709 233  10.992584665994714 run1
216 0 clueweb12-0310wb-25-16420 234  10.982960911022362 run1
216 0 clueweb12-1715wb-34-02466 235  10.97897554970428 run1
216 0 clueweb12-0001wb-96-10862 236  10.974294702052674 run1
216 0 clueweb12-0105wb-84-30516 237  10.971152538014515 run1
216 0 clueweb12-0004wb-44-13967 238  10.961429245704704 run1
216 0 clueweb12-0100tw-25-05344 239  10.956750841089175 run1
216 0 clueweb12-1400tw-57-14839 240  10.905451394729974 run1
216 0 clueweb12-0500tw-38-03421 241  10.892407945802496 run1
216 0 clueweb12-0800tw-38-09395 242  10.869026739766111 run1
216 0 clueweb12-0800tw-38-09396 243  10.869026739766111 run1
216 0 clueweb12-0800tw-47-10089 244  10.850441228238822 run1
216 0 clueweb12-0100tw-21-11869 245  10.842182126145472 run1
216 0 clueweb12-0304wb-88-18324 246  10.837864577587004 run1
216 0 clueweb12-0307wb-02-27324 247  10.752519098338237 run1
216 0 clueweb12-0400tw-19-14132 248  10.750425184569451 run1
216 0 clueweb12-0304wb-42-24934 249  10.718033741017454 run1
216 0 clueweb12-0104wb-93-18871 250  10.716806312470796 run1
216 0 clueweb12-0006wb-88-26772 251  10.703750270842235 run1
216 0 clueweb12-0104wb-93-18870 252  10.690177234425619 run1
216 0 clueweb12-0710wb-34-05319 253  10.589863646055639 run1
216 0 clueweb12-0710wb-48-28319 254  10.588090222275433 run1
216 0 clueweb12-0601wb-51-02580 255  10.562714153865112 run1
216 0 clueweb12-0302wb-51-07386 256  10.540094306084246 run1
216 0 clueweb12-1510wb-87-06645 257  10.539877049785863 run1
216 0 clueweb12-0406wb-40-11805 258  10.535977139317659 run1
216 0 clueweb12-0700tw-75-12937 259  10.462362201842215 run1
216 0 clueweb12-0412wb-34-25025 260  10.45473851158277 run1
216 0 clueweb12-0105wb-09-33303 261  10.446540242294402 run1
216 0 clueweb12-1303wb-95-03059 262  10.443094082632179 run1
216 0 clueweb12-1304wb-17-02291 263  10.443094082632179 run1
216 0 clueweb12-1303wb-95-03057 264  10.418374301065143 run1
216 0 clueweb12-1304wb-13-16365 265  10.418374301065143 run1
216 0 clueweb12-1304wb-13-16366 266  10.418374301065143 run1
216 0 clueweb12-1304wb-13-16367 267  10.418374301065143 run1
216 0 clueweb12-1304wb-13-16368 268  10.418374301065143 run1
216 0 clueweb12-1304wb-13-16369 269  10.418374301065143 run1
216 0 clueweb12-0010wb-53-32379 270  10.407150682471716 run1
216 0 clueweb12-1403wb-22-06202 271  10.359135999564586 run1
216 0 clueweb12-0011wb-47-05863 272  10.343471664055027 run1
216 0 clueweb12-1516wb-71-18509 273  10.33697258319361 run1
216 0 clueweb12-1516wb-83-14801 274  10.33697258319361 run1
216 0 clueweb12-0200tw-76-01147 275  10.315629130164869 run1
216 0 clueweb12-1802wb-57-09173 276  10.271153094139425 run1
216 0 clueweb12-0102wb-48-05187 277  10.227559719796723 run1
216 0 clueweb12-0406wb-22-34283 278  10.196036463301061 run1
216 0 clueweb12-0406wb-18-37343 279  10.195928696447105 run1
216 0 clueweb12-0105wb-01-30277 280  10.054336209126278 run1
216 0 clueweb12-1717wb-39-00682 281  9.751736198656108 run1
216 0 clueweb12-1600wb-70-30737 282  9.217433963718568 run1
216 0 clueweb12-1708wb-69-13560 283  9.077604820758353 run1
216 0 clueweb12-1705wb-99-01262 284  8.945407257136864 run1
216 0 clueweb12-1708wb-50-15127 285  8.911214934767262 run1
216 0 clueweb12-1706wb-07-02634 286  8.83917625311824 run1
216 0 clueweb12-1705wb-99-01260 287  8.795893592565228 run1
216 0 clueweb12-1707wb-81-08146 288  8.783357086416343 run1
216 0 clueweb12-1705wb-99-01272 289  8.773941619381217 run1
216 0 clueweb12-1705wb-51-13109 290  8.7479975115042 run1
216 0 clueweb12-1705wb-99-01257 291  8.745697939373233 run1
216 0 clueweb12-1705wb-45-10073 292  8.728658560088235 run1
216 0 clueweb12-1705wb-51-13081 293  8.690692250320463 run1
216 0 clueweb12-1710wb-74-21736 294  8.644344110673785 run1
216 0 clueweb12-1707wb-81-08165 295  8.620281855565917 run1
216 0 clueweb12-1710wb-11-19849 296  8.612029861339716 run1
216 0 clueweb12-1705wb-99-01255 297  8.589800541706015 run1
216 0 clueweb12-1704wb-44-15340 298  8.507871710310443 run1
216 0 clueweb12-1708wb-22-00676 299  8.486503978623151 run1
216 0 clueweb12-1704wb-44-15341 300  8.43663830277043 run1
216 0 clueweb12-1704wb-37-03247 301  8.43201093756614 run1
216 0 clueweb12-1704wb-44-15339 302  8.415707678150614 run1
216 0 clueweb12-1704wb-44-15333 303  8.407731754692215 run1
216 0 clueweb12-1704wb-44-15344 304  8.387267355562908 run1
216 0 clueweb12-1710wb-52-04564 305  8.364932815913422 run1
216 0 clueweb12-0810wb-76-10710 306  8.363093630444606 run1
216 0 clueweb12-1203wb-55-17262 307  8.362776710654256 run1
216 0 clueweb12-0700tw-32-08628 308  5.939029598592178 run1
216 0 clueweb12-1500tw-91-10901 309  5.503627389297303 run1
216 0 clueweb12-1806wb-10-13236 310  5.155352777284287 run1
216 0 clueweb12-1700wb-66-21122 311  5.058340086199586 run1
216 0 clueweb12-0409wb-89-19063 312  5.053599369556817 run1
216 0 clueweb12-0100wb-49-27347 313  4.935315272143037 run1
216 0 clueweb12-1302wb-30-05122 314  4.883028990480138 run1
216 0 clueweb12-1909wb-11-28203 315  4.835452186397309 run1
216 0 clueweb12-0409wb-70-14683 316  4.7146155285855516 run1
216 0 clueweb12-0011wb-37-19347 317  4.689941762018028 run1
216 0 clueweb12-1503wb-08-06602 318  4.629372634459181 run1
216 0 clueweb12-0111wb-83-13308 319  4.564528238122788 run1
216 0 clueweb12-1414wb-67-09637 320  4.547157475886284 run1
216 0 clueweb12-0403wb-99-33887 321  4.359060238837112 run1
216 0 clueweb12-0301wb-05-32365 322  4.354264289889962 run1
216 0 clueweb12-1302wb-14-07756 323  4.317146882515688 run1
216 0 clueweb12-0209wb-13-20397 324  4.235528839200942 run1
216 0 clueweb12-0110wb-45-31084 325  4.188896378419134 run1
216 0 clueweb12-0200wb-58-27683 326  4.188896378419134 run1
216 0 clueweb12-0709wb-23-09364 327  4.096081330801954 run1
216 0 clueweb12-1206wb-95-10776 328  4.058111887806353 run1
216 0 clueweb12-0700tw-35-03441 329  4.053522884460303 run1
216 0 clueweb12-0107wb-44-09854 330  3.9706614293284246 run1
216 0 clueweb12-0105wb-62-22286 331  3.9697735114452906 run1
216 0 clueweb12-0304wb-41-29765 332  3.9697735114452906 run1
216 0 clueweb12-0900tw-05-12646 333  3.9682622953871483 run1
216 0 clueweb12-1714wb-79-08652 334  3.955126881133151 run1
216 0 clueweb12-1501wb-22-16210 335  3.9334267071902054 run1
216 0 clueweb12-1911wb-62-20625 336  3.932752945940022 run1
216 0 clueweb12-0609wb-84-09433 337  3.8816488297605827 run1
216 0 clueweb12-1007wb-78-14534 338  3.878104983357728 run1
216 0 clueweb12-0604wb-61-19535 339  3.873913852233145 run1
216 0 clueweb12-1902wb-70-03387 340  3.8738204687241824 run1
216 0 clueweb12-1911wb-50-24416 341  3.8732603231060785 run1
216 0 clueweb12-1903wb-80-19273 342  3.8704948834717046 run1
216 0 clueweb12-1902wb-49-30749 343  3.86717500319764 run1
216 0 clueweb12-1612wb-47-32318 344  3.844827677639377 run1
216 0 clueweb12-0005wb-96-21589 345  3.748336323505512 run1
216 0 clueweb12-0209wb-72-10280 346  3.748336323505512 run1
216 0 clueweb12-0307wb-86-23656 347  3.748336323505512 run1
216 0 clueweb12-1604wb-83-11713 348  3.741856235871319 run1
216 0 clueweb12-1200tw-28-16943 349  3.694254033635674 run1
216 0 clueweb12-1100tw-71-16882 350  3.654123853025719 run1
216 0 clueweb12-0507wb-83-16824 351  3.6417101825202005 run1
216 0 clueweb12-0407wb-22-23723 352  3.6392842950083195 run1
216 0 clueweb12-1705wb-30-21260 353  3.626971074827882 run1
216 0 clueweb12-1407wb-20-08163 354  3.6159948025262483 run1
216 0 clueweb12-0209wb-51-27835 355  3.5550296486642186 run1
216 0 clueweb12-0604wb-11-04733 356  3.5374880190319704 run1
216 0 clueweb12-0004wb-66-11290 357  3.533456564072727 run1
216 0 clueweb12-0309wb-66-13685 358  3.5132730101039695 run1
216 0 clueweb12-0112wb-31-26060 359  3.5115521611358567 run1
216 0 clueweb12-0310wb-18-25037 360  3.5115521611358567 run1
216 0 clueweb12-0201wb-12-26265 361  3.481915384803295 run1
216 0 clueweb12-0502wb-40-27439 362  3.3999225033391496 run1
216 0 clueweb12-1601wb-52-27100 363  3.3838747209509794 run1
216 0 clueweb12-1809wb-13-29568 364  3.3657366066715673 run1
216 0 clueweb12-1808wb-46-30774 365  3.3550918541451025 run1
216 0 clueweb12-1901wb-99-05368 366  3.343168193457932 run1
216 0 clueweb12-1707wb-84-07952 367  3.3339127613168578 run1
216 0 clueweb12-0301tw-10-13712 368  3.333346566241777 run1
216 0 clueweb12-0814wb-20-13703 369  3.32198857490442 run1
216 0 clueweb12-0304wb-90-24747 370  3.3211704440069 run1
216 0 clueweb12-0108wb-64-31015 371  3.3001496639919226 run1
216 0 clueweb12-1116wb-59-24329 372  3.284651065414913 run1
216 0 clueweb12-0700tw-49-14191 373  3.282387422250132 run1
216 0 clueweb12-0507wb-02-23676 374  3.282095305258772 run1
216 0 clueweb12-0700tw-49-14192 375  3.2815678985225603 run1
216 0 clueweb12-0503wb-13-07699 376  3.275023365151792 run1
216 0 clueweb12-0209wb-09-11391 377  3.2489260812328955 run1
216 0 clueweb12-1807wb-57-22320 378  3.2481337510297315 run1
216 0 clueweb12-1700tw-02-04051 379  3.2388661933293625 run1
216 0 clueweb12-1612wb-57-18760 380  3.2227714912899708 run1
216 0 clueweb12-1616wb-70-18314 381  3.2197435578879676 run1
216 0 clueweb12-1700tw-28-14211 382  3.2031705456588884 run1
216 0 clueweb12-1810wb-65-10844 383  3.1932575954873497 run1
216 0 clueweb12-1510wb-44-11694 384  3.1926650921223003 run1
216 0 clueweb12-1500tw-94-09765 385  3.1818458818089597 run1
216 0 clueweb12-1705wb-30-21259 386  3.1797578221773013 run1
216 0 clueweb12-0102wb-86-24545 387  3.1782210531075066 run1
216 0 clueweb12-0500wb-38-26840 388  3.168515098291494 run1
216 0 clueweb12-0716wb-79-24154 389  3.168515098291494 run1
216 0 clueweb12-0400tw-98-09483 390  3.165280390567277 run1
216 0 clueweb12-0808wb-94-14124 391  3.1595377749289635 run1
216 0 clueweb12-1000wb-32-09471 392  3.1352589330742386 run1
216 0 clueweb12-1312wb-23-05471 393  3.1134732955115254 run1
216 0 clueweb12-1316wb-30-27913 394  3.107081322448348 run1
216 0 clueweb12-0700tw-61-14473 395  3.104310590537601 run1
216 0 clueweb12-1001wb-59-13967 396  3.102693618285658 run1
216 0 clueweb12-0013wb-66-23521 397  3.0973317228934016 run1
216 0 clueweb12-0800tw-11-06350 398  3.0720044729016514 run1
216 0 clueweb12-1316wb-33-10128 399  3.0641431180958296 run1
216 0 clueweb12-1316wb-42-03922 400  3.053136229886116 run1
216 0 clueweb12-0601wb-28-29451 401  3.0498958428781457 run1
216 0 clueweb12-0601wb-28-29452 402  3.0498958428781457 run1
216 0 clueweb12-0205wb-79-24141 403  3.0476273631434103 run1
216 0 clueweb12-1813wb-28-03870 404  3.042130764049834 run1
216 0 clueweb12-0602wb-35-32011 405  3.0241651053847094 run1
216 0 clueweb12-0610wb-69-07730 406  3.017694677893128 run1
216 0 clueweb12-0601wb-95-19856 407  3.008934009937519 run1
216 0 clueweb12-0610wb-38-14055 408  2.9808890476957863 run1
216 0 clueweb12-0800tw-55-23347 409  2.976763319674614 run1
216 0 clueweb12-1000tw-97-08063 410  2.9662174164965225 run1
216 0 clueweb12-1804wb-89-02606 411  2.9558278901441275 run1
216 0 clueweb12-0410wb-08-25519 412  2.9545569614789526 run1
216 0 clueweb12-1713wb-33-17384 413  2.9470885832675977 run1
216 0 clueweb12-0708wb-86-10276 414  2.9461702928648195 run1
216 0 clueweb12-0711wb-54-04899 415  2.9461702928648195 run1
216 0 clueweb12-1902wb-48-28195 416  2.929850917782783 run1
216 0 clueweb12-1910wb-76-11971 417  2.9230564611376635 run1
216 0 clueweb12-1100tw-02-21307 418  2.911186781232748 run1
216 0 clueweb12-1100tw-02-21308 419  2.911186781232748 run1
216 0 clueweb12-1100tw-02-21309 420  2.911186781232748 run1
216 0 clueweb12-0900tw-98-21762 421  2.9088244036987834 run1
216 0 clueweb12-0203wb-97-28037 422  2.9012713118383853 run1
216 0 clueweb12-1613wb-40-05635 423  2.8994131100819027 run1
216 0 clueweb12-1200tw-33-15226 424  2.8934649793037934 run1
216 0 clueweb12-1200tw-33-15225 425  2.8903541959855223 run1
216 0 clueweb12-1910wb-33-31603 426  2.872953097749774 run1
216 0 clueweb12-0411wb-62-01742 427  2.8603709597238387 run1
216 0 clueweb12-0208wb-14-27366 428  2.855528531594388 run1
216 0 clueweb12-0610wb-81-22845 429  2.840467330862722 run1
216 0 clueweb12-1200tw-13-06363 430  2.8324947533024103 run1
216 0 clueweb12-1200tw-15-12335 431  2.8324947533024103 run1
216 0 clueweb12-1906wb-03-04986 432  2.824033208557085 run1
216 0 clueweb12-0813wb-94-26685 433  2.8196255680709 run1
216 0 clueweb12-1217wb-31-14226 434  2.8196255680709 run1
216 0 clueweb12-1803wb-38-14664 435  2.804411514842585 run1
216 0 clueweb12-1806wb-53-22519 436  2.780226392914653 run1
216 0 clueweb12-1806wb-82-30494 437  2.7716276144323735 run1
216 0 clueweb12-0104wb-10-18886 438  2.765488917599216 run1
216 0 clueweb12-0710wb-92-00688 439  2.7629092950540475 run1
216 0 clueweb12-0205wb-10-19929 440  2.746147480236395 run1
216 0 clueweb12-0206wb-76-07679 441  2.746147480236395 run1
216 0 clueweb12-0206wb-92-02625 442  2.746147480236395 run1
216 0 clueweb12-0011wb-46-28479 443  2.7064292436317596 run1
216 0 clueweb12-1309wb-19-23828 444  2.696003985199965 run1
216 0 clueweb12-0013wb-59-04778 445  2.69192023426848 run1
216 0 clueweb12-1512wb-62-09814 446  2.6696707680007656 run1
216 0 clueweb12-1103wb-28-13718 447  2.63317982086335 run1
216 0 clueweb12-0209wb-48-29735 448  2.629015830828981 run1
216 0 clueweb12-1108wb-60-06001 449  2.6044816114069738 run1
216 0 clueweb12-0816wb-23-14873 450  2.594037134236213 run1
216 0 clueweb12-0000wb-36-05465 451  2.5597735386797917 run1
216 0 clueweb12-0000wb-36-05465.txt 452  2.5597735386797917 run1
216 0 clueweb12-1900wb-92-07726 453  2.548921796595216 run1
216 0 clueweb12-1106wb-88-04271 454  2.547110598127196 run1
216 0 clueweb12-1200tw-47-05335 455  2.5327131499723192 run1
216 0 clueweb12-1200tw-49-09328 456  2.5327131499723192 run1
216 0 clueweb12-1500tw-08-02990 457  2.5255752896609396 run1
216 0 clueweb12-1008wb-58-01875 458  2.514943618105146 run1
216 0 clueweb12-1505wb-53-10738 459  2.5015021179100283 run1
216 0 clueweb12-0401wb-75-13715 460  2.471591856907435 run1
216 0 clueweb12-1602wb-13-07993 461  2.4149770018006187 run1
216 0 clueweb12-0605wb-59-26184 462  2.4108490444932085 run1
216 0 clueweb12-1911wb-73-31051 463  2.4020307729024597 run1
216 0 clueweb12-0206wb-01-32730 464  2.390145370367719 run1
216 0 clueweb12-1407wb-81-03033 465  2.36221064171835 run1
216 0 clueweb12-0800tw-57-00770 466  2.351363926420765 run1
216 0 clueweb12-0109wb-78-22647 467  2.343677059670138 run1
216 0 clueweb12-1900tw-05-18742 468  2.3179135131638406 run1
216 0 clueweb12-1900tw-07-15075 469  2.3179135131638406 run1
216 0 clueweb12-0510wb-95-32597 470  2.313987880631428 run1
216 0 clueweb12-0102wb-56-11337 471  2.2710309264391495 run1
216 0 clueweb12-0900tw-66-08791 472  2.265898611484137 run1
216 0 clueweb12-1203wb-58-13078 473  2.261119188158062 run1
216 0 clueweb12-1018wb-80-15198 474  2.251179030825454 run1
216 0 clueweb12-0311wb-44-23878 475  2.225799649435912 run1
216 0 clueweb12-0904wb-09-24340 476  2.1853034066664936 run1
216 0 clueweb12-0506wb-00-27596 477  2.1524971956574706 run1
216 0 clueweb12-1804wb-00-27745 478  2.1193515305544723 run1
216 0 clueweb12-1200tw-31-03155 479  2.058550928070212 run1
216 0 clueweb12-1200tw-78-06928 480  2.057910972280198 run1
216 0 clueweb12-0102wb-93-02466 481  2.005570066704678 run1
216 0 clueweb12-0102wb-93-19722 482  1.9404299130521603 run1
216 0 clueweb12-1715wb-37-00240 483  1.9393800742546625 run1
216 0 clueweb12-0202wb-83-06936 484  1.9279849053877691 run1
216 0 clueweb12-1410wb-47-17974 485  1.8962898583440595 run1
216 0 clueweb12-0807wb-33-21712 486  1.8851641148211609 run1
216 0 clueweb12-0807wb-56-16512 487  1.8851641148211609 run1
216 0 clueweb12-0808wb-14-17142 488  1.8650566745702652 run1
216 0 clueweb12-0807wb-21-02063 489  1.864086790356617 run1
216 0 clueweb12-0808wb-30-11741 490  1.8626338539429053 run1
216 0 clueweb12-0812wb-55-10918 491  1.8346203984487697 run1
216 0 clueweb12-1415wb-18-10531 492  1.822069653151685 run1
216 0 clueweb12-0108wb-13-04751 493  1.804640709964019 run1
216 0 clueweb12-0402wb-69-05743 494  1.804640709964019 run1
216 0 clueweb12-0300tw-48-13629 495  1.803732628857352 run1
216 0 clueweb12-0807wb-33-21698 496  1.8008725943169632 run1
216 0 clueweb12-1606wb-01-31315 497  1.7956008380337425 run1
216 0 clueweb12-1200tw-95-09146 498  1.7851774913845 run1
216 0 clueweb12-0807wb-11-14857 499  1.7745723105734608 run1
216 0 clueweb12-1715wb-70-19089 500  1.7534405271024553 run1
216 0 clueweb12-0300tw-45-14048 501  1.7473240096280949 run1
216 0 clueweb12-1206wb-29-25749 502  1.7181416392999886 run1
216 0 clueweb12-0402wb-69-17651 503  1.7058768630616445 run1
216 0 clueweb12-1204wb-18-03935 504  1.692186763015504 run1
216 0 clueweb12-0700tw-08-00812 505  1.6450812174292657 run1
216 0 clueweb12-0900tw-41-19545 506  1.6358143160796463 run1
216 0 clueweb12-0405wb-40-20452 507  1.6345789515234428 run1
216 0 clueweb12-1500wb-48-07444 508  1.6266703078198073 run1
216 0 clueweb12-1401wb-38-24583 509  1.6025809057420102 run1
216 0 clueweb12-1800tw-37-00184 510  1.5857686782937674 run1
216 0 clueweb12-1100wb-56-08701 511  1.5222091592223748 run1
216 0 clueweb12-1100wb-63-16576 512  1.5183405354517496 run1
216 0 clueweb12-1203wb-89-28930 513  1.4205851654660386 run1
216 0 clueweb12-0013wb-62-26394 514  1.4105232248491149 run1
216 0 clueweb12-0307wb-18-05113 515  1.3591791985839998 run1
216 0 clueweb12-1810wb-24-22652 516  1.3459105106470708 run1
216 0 clueweb12-0806wb-05-03450 517  1.3393728442671367 run1
216 0 clueweb12-0012wb-94-31402 518  1.3116068160019267 run1
216 0 clueweb12-0805wb-37-11384 519  1.2564571254260692 run1
216 0 clueweb12-1201wb-78-18557 520  1.2564571254260692 run1
216 0 clueweb12-0202wb-22-29847 521  1.228141206068804 run1
216 0 clueweb12-0201wb-39-32083 522  1.2119437109347808 run1
216 0 clueweb12-0202wb-30-04802 523  1.2092450620933186 run1
216 0 clueweb12-0801wb-96-03606 524  1.188438268792232 run1
216 0 clueweb12-0000wb-43-00491 525  1.188438268792232 run1
216 0 clueweb12-0000wb-43-00491.txt 526  1.188438268792232 run1
216 0 clueweb12-1510wb-29-22867 527  1.188438268792232 run1
216 0 clueweb12-0110wb-13-29336 528  1.149065122223992 run1
216 0 clueweb12-0506wb-62-22811 529  1.1144999839788874 run1
216 0 clueweb12-1802wb-68-05084 530  1.114153576823986 run1
